Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LN0305,Male,Yes,0,Not Graduate,Yes,17506,3276.55,66,120,1.0,Semiurban,Y
LN0306,Female,Yes,3+,Not Graduate,No,12881,2101.76,97,120,0.0,Semiurban,Y
LN0307,Female,Yes,2,Not Graduate,No,17844,4976.88,111,180,1.0,Urban,Y
LN0308,Female,Yes,0,Not Graduate,No,12440,4760.21,118,360,1.0,Rural,Y
LN0309,Female,No,0,Graduate,Yes,12758,9015.06,415,120,0.0,Rural,Y
LN0310,Female,Yes,1,Not Graduate,Yes,8780,347.4,211,240,0.0,Urban,Y
LN0311,Male,Yes,0,Not Graduate,Yes,2567,3198.8,537,360,1.0,Rural,N
LN0312,Female,Yes,0,Not Graduate,No,22107,5966.58,480,360,1.0,Urban,Y
LN0313,Male,No,3+,Graduate,No,12615,6048.02,538,360,1.0,Semiurban,Y
LN0314,Male,No,2,Graduate,Yes,10518,4801.26,279,120,1.0,Urban,Y
LN0315,Female,No,1,Not Graduate,No,17253,8156.66,419,180,1.0,Rural,Y
LN0316,Male,No,3+,Not Graduate,Yes,15678,627.22,227,180,1.0,Rural,N
LN0317,Male,Yes,0,Not Graduate,No,16687,8154.88,459,120,0.0,Rural,Y
LN0318,Male,Yes,0,Not Graduate,Yes,6107,4947.54,617,240,1.0,Semiurban,Y
LN0319,Female,No,1,Not Graduate,No,5485,1337.61,639,240,1.0,Urban,Y
LN0320,Female,No,2,Graduate,No,11784,8857.02,319,240,1.0,Urban,Y
LN0321,Male,Yes,1,Graduate,Yes,21063,6492.29,255,120,1.0,Rural,Y
LN0322,Female,Yes,3+,Graduate,Yes,16054,1635.46,131,180,1.0,Urban,Y
LN0323,Female,No,1,Not Graduate,Yes,6038,336.5,242,120,1.0,Rural,N
LN0324,Female,No,0,Graduate,Yes,20246,1411.1,667,180,1.0,Urban,Y
LN0325,Female,No,3+,Graduate,Yes,20108,6087.98,238,360,1.0,Semiurban,Y
LN0326,Male,No,0,Graduate,No,7871,1792.96,325,120,1.0,Semiurban,Y
LN0327,Male,Yes,2,Not Graduate,Yes,3226,2257.63,123,180,1.0,Urban,Y
LN0328,Female,Yes,0,Not Graduate,Yes,7291,251.4,59,360,1.0,Semiurban,Y
LN0329,Female,Yes,0,Graduate,Yes,9958,7229.31,684,360,1.0,Semiurban,Y
LN0330,Male,No,1,Not Graduate,Yes,24897,8103.64,265,120,1.0,Semiurban,N
LN0331,Male,No,0,Graduate,Yes,18721,7968.48,339,180,1.0,Rural,Y
LN0332,Female,Yes,3+,Graduate,No,17238,1275.68,494,360,1.0,Urban,Y
LN0333,Male,Yes,3+,Graduate,Yes,22468,9033.01,601,120,1.0,Urban,Y
LN0334,Female,Yes,2,Graduate,Yes,18570,6722.79,242,360,1.0,Rural,Y
LN0335,Female,Yes,3+,Not Graduate,Yes,18240,8975.29,688,240,1.0,Rural,Y
LN0336,Male,No,1,Not Graduate,No,10563,4471.61,338,120,0.0,Semiurban,Y
LN0337,Male,Yes,2,Not Graduate,No,11665,4369.55,632,360,1.0,Urban,Y
LN0338,Female,Yes,3+,Not Graduate,Yes,16039,7845.37,698,120,1.0,Rural,Y
LN0339,Female,Yes,1,Graduate,Yes,17072,932.98,193,120,1.0,Semiurban,Y
LN0340,Male,Yes,3+,Not Graduate,No,6147,5208.74,438,180,1.0,Urban,Y
LN0341,Female,Yes,3+,Graduate,No,11502,8363.84,456,180,1.0,Semiurban,Y
LN0342,Male,Yes,0,Not Graduate,No,22302,8301.93,419,360,0.0,Urban,Y
LN0343,Female,Yes,3+,Not Graduate,Yes,12333,9561.33,490,120,0.0,Semiurban,Y
LN0344,Male,No,3+,Not Graduate,Yes,11920,6982.73,613,120,1.0,Urban,Y
LN0345,Male,No,1,Graduate,No,8142,2077.71,578,240,0.0,Urban,Y
LN0346,Male,No,1,Graduate,Yes,21275,202.8,62,120,1.0,Urban,Y
LN0347,Female,No,0,Graduate,No,12042,4794.16,389,180,1.0,Urban,Y
LN0348,Female,Yes,3+,Graduate,No,5857,5137.04,361,120,1.0,Semiurban,N
LN0349,Male,No,0,Not Graduate,No,22763,2402.63,153,180,1.0,Rural,N
LN0350,Female,No,3+,Graduate,Yes,23203,1246.97,388,240,1.0,Urban,Y
LN0351,Male,Yes,2,Graduate,No,17099,5862.08,247,360,1.0,Urban,Y
LN0352,Male,Yes,2,Not Graduate,No,14701,7642.56,349,180,1.0,Urban,Y
LN0353,Female,No,0,Not Graduate,Yes,4239,9931.54,493,360,1.0,Urban,Y
LN0354,Female,No,0,Graduate,No,14731,7583.03,408,360,1.0,Semiurban,Y
LN0355,Male,Yes,0,Not Graduate,Yes,11010,7936.32,417,360,1.0,Rural,N
LN0356,Female,No,1,Graduate,No,11227,6164.61,218,360,1.0,Rural,Y
LN0357,Female,Yes,1,Not Graduate,Yes,22668,9859.23,198,180,1.0,Rural,N
LN0358,Male,Yes,1,Graduate,No,12135,6399.56,91,240,1.0,Semiurban,Y
LN0359,Male,Yes,0,Graduate,No,11464,8602.53,251,120,0.0,Rural,Y
LN0360,Female,Yes,3+,Graduate,No,18761,9457.85,293,180,1.0,Semiurban,N
LN0361,Male,No,2,Graduate,No,20754,9298.59,513,240,0.0,Semiurban,N
LN0362,Male,Yes,0,Graduate,No,12892,3814.15,498,120,1.0,Urban,N
LN0363,Female,Yes,1,Not Graduate,Yes,13836,786.62,486,360,1.0,Semiurban,Y
LN0364,Male,No,1,Graduate,Yes,13439,1718.74,580,120,0.0,Rural,Y
LN0365,Male,Yes,0,Graduate,No,18176,592.23,614,120,1.0,Rural,Y
LN0366,Female,No,0,Graduate,No,11343,1053.97,646,240,1.0,Rural,Y
LN0367,Female,No,1,Graduate,No,14323,1846.51,322,120,1.0,Urban,Y
LN0368,Male,No,3+,Graduate,Yes,4186,3410.94,479,360,1.0,Urban,N
LN0369,Male,Yes,1,Not Graduate,Yes,1733,5435.4,262,180,1.0,Urban,Y
LN0370,Female,No,1,Not Graduate,No,15929,7116.82,153,180,1.0,Semiurban,N
LN0371,Female,No,0,Graduate,Yes,20258,2109.27,241,240,0.0,Rural,Y
LN0372,Female,Yes,3+,Not Graduate,No,3772,6725.22,429,360,1.0,Semiurban,Y
LN0373,Female,No,1,Graduate,No,18850,7042.59,130,360,1.0,Semiurban,N
LN0374,Male,No,1,Not Graduate,No,18773,5586.22,598,120,0.0,Rural,Y
LN0375,Female,No,2,Not Graduate,Yes,21747,9036.18,426,240,1.0,Urban,Y
LN0376,Female,No,0,Graduate,No,24038,1109.95,203,360,1.0,Rural,Y
LN0377,Male,No,2,Not Graduate,No,4900,1771.21,691,360,1.0,Semiurban,Y
LN0378,Female,Yes,2,Not Graduate,No,16871,4286.65,620,360,1.0,Semiurban,N
LN0379,Male,No,1,Graduate,Yes,6042,1267.13,289,180,1.0,Urban,Y
LN0380,Female,No,0,Graduate,Yes,5023,5662.96,423,180,1.0,Semiurban,Y
LN0381,Female,Yes,3+,Not Graduate,Yes,19647,3984.0,253,180,1.0,Semiurban,Y
LN0382,Female,Yes,1,Not Graduate,No,4791,2845.96,660,120,0.0,Rural,Y
LN0383,Male,Yes,3+,Not Graduate,Yes,3988,1699.9,399,120,1.0,Urban,Y
LN0384,Male,No,3+,Graduate,No,12392,3353.38,192,120,1.0,Rural,Y
LN0385,Female,Yes,0,Not Graduate,Yes,3058,6079.59,238,360,1.0,Rural,N
LN0386,Male,No,2,Not Graduate,No,6190,5757.85,321,180,1.0,Rural,N
LN0387,Male,No,0,Not Graduate,Yes,7621,1636.24,581,360,1.0,Semiurban,Y
LN0388,Male,Yes,3+,Graduate,No,20160,1249.2,349,360,1.0,Semiurban,Y
LN0389,Male,Yes,1,Graduate,Yes,13698,266.77,475,240,1.0,Urban,Y
LN0390,Male,No,3+,Graduate,Yes,5939,124.26,95,360,0.0,Semiurban,N
LN0391,Male,Yes,1,Graduate,Yes,18987,8798.1,144,120,1.0,Urban,Y
LN0392,Female,No,1,Not Graduate,No,9020,450.89,113,180,1.0,Rural,Y
LN0393,Female,Yes,0,Graduate,Yes,6909,7312.21,462,180,1.0,Rural,Y
LN0394,Male,Yes,3+,Not Graduate,Yes,11170,8719.85,692,360,1.0,Semiurban,Y
LN0395,Female,Yes,2,Not Graduate,Yes,13606,980.58,58,120,1.0,Semiurban,Y
LN0396,Female,No,3+,Not Graduate,Yes,13434,4363.01,508,120,1.0,Urban,Y
LN0397,Female,Yes,3+,Not Graduate,No,9369,9623.03,458,120,0.0,Semiurban,N
LN0398,Female,No,2,Graduate,Yes,4456,8341.39,519,180,1.0,Semiurban,Y
LN0399,Male,No,0,Graduate,No,23901,4897.04,555,120,1.0,Semiurban,Y
LN0400,Female,No,3+,Graduate,No,12266,7625.71,122,120,1.0,Rural,Y
LN0401,Female,No,3+,Graduate,No,21268,8333.78,133,360,0.0,Semiurban,Y
LN0402,Male,Yes,1,Graduate,No,11586,3480.27,108,240,1.0,Semiurban,Y
LN0403,Male,No,3+,Not Graduate,Yes,11935,8921.53,70,120,1.0,Rural,Y
LN0404,Female,No,2,Graduate,No,17912,4704.73,507,360,1.0,Rural,N
LN0405,Female,Yes,1,Graduate,No,11755,5278.07,206,360,1.0,Rural,Y
LN0406,Female,No,0,Graduate,No,11138,9997.08,378,120,1.0,Rural,Y
LN0407,Female,Yes,1,Graduate,No,9256,8433.03,622,240,1.0,Semiurban,Y
LN0408,Female,No,2,Not Graduate,Yes,24832,3617.7,625,180,1.0,Semiurban,Y
LN0409,Female,Yes,2,Not Graduate,Yes,13356,103.46,252,240,1.0,Semiurban,Y
LN0410,Male,No,1,Not Graduate,No,17264,6261.74,690,120,1.0,Urban,Y
LN0411,Female,Yes,0,Not Graduate,No,23639,7039.13,155,240,1.0,Rural,Y
LN0412,Female,No,1,Not Graduate,No,5102,6508.03,171,360,1.0,Semiurban,N
LN0413,Male,No,0,Graduate,Yes,6562,9678.62,367,360,0.0,Semiurban,Y
LN0414,Male,Yes,1,Not Graduate,Yes,13377,8629.71,231,240,1.0,Semiurban,Y
LN0415,Male,Yes,2,Not Graduate,Yes,8744,4488.32,664,180,1.0,Rural,Y
LN0416,Male,Yes,3+,Not Graduate,Yes,7872,628.57,365,240,1.0,Rural,Y
LN0417,Female,Yes,3+,Graduate,Yes,8605,4760.59,674,120,1.0,Rural,Y
LN0418,Female,No,0,Graduate,No,21465,6892.44,455,180,1.0,Semiurban,N
LN0419,Female,No,0,Not Graduate,Yes,20646,6077.1,119,240,1.0,Rural,Y
LN0420,Female,Yes,0,Graduate,Yes,13729,5381.37,209,240,1.0,Semiurban,Y
LN0421,Female,No,2,Graduate,No,18456,4688.19,289,180,1.0,Urban,Y
LN0422,Female,Yes,1,Not Graduate,Yes,9205,2937.62,572,240,1.0,Rural,Y
LN0423,Male,Yes,2,Graduate,Yes,15394,2773.47,187,120,1.0,Rural,Y
LN0424,Female,No,3+,Graduate,Yes,13780,5002.31,544,360,0.0,Semiurban,N
LN0425,Male,No,0,Graduate,No,2114,1606.03,296,120,1.0,Rural,Y
LN0426,Male,No,1,Not Graduate,Yes,5550,3406.85,592,240,1.0,Rural,Y
LN0427,Female,No,3+,Not Graduate,No,18209,3239.79,573,360,1.0,Semiurban,Y
LN0428,Male,No,3+,Not Graduate,No,17222,5871.33,292,180,1.0,Semiurban,Y
LN0429,Female,No,3+,Graduate,Yes,21624,666.82,669,120,1.0,Semiurban,Y
LN0430,Male,No,2,Not Graduate,Yes,16710,8296.69,385,180,1.0,Urban,Y
LN0431,Female,Yes,0,Graduate,Yes,18242,5623.78,471,360,1.0,Semiurban,Y
LN0432,Male,Yes,3+,Graduate,Yes,5277,6708.27,243,240,1.0,Rural,N
LN0433,Female,Yes,0,Graduate,No,7406,7030.94,357,360,1.0,Urban,Y
LN0434,Female,Yes,2,Not Graduate,Yes,3221,2914.84,694,360,1.0,Semiurban,Y
LN0435,Female,Yes,3+,Not Graduate,No,19233,4703.72,555,180,1.0,Urban,N
LN0436,Female,No,2,Not Graduate,No,21580,9562.46,330,120,1.0,Urban,Y
LN0437,Female,Yes,2,Not Graduate,No,5396,7667.05,488,360,1.0,Rural,N
LN0438,Male,Yes,0,Graduate,No,22144,9695.57,657,240,1.0,Urban,Y
LN0439,Male,Yes,3+,Not Graduate,No,8441,7462.54,532,360,0.0,Semiurban,Y
LN0440,Male,Yes,2,Graduate,Yes,14964,1756.0,272,180,1.0,Urban,Y
LN0441,Female,Yes,3+,Not Graduate,No,21692,645.36,166,120,1.0,Urban,Y
LN0442,Male,Yes,0,Not Graduate,No,6746,5776.61,241,240,1.0,Rural,Y
LN0443,Female,Yes,2,Not Graduate,Yes,9884,3578.13,667,180,1.0,Rural,N
LN0444,Female,No,0,Graduate,Yes,21729,2754.58,565,360,1.0,Semiurban,Y
LN0445,Male,No,3+,Graduate,No,20461,8072.11,579,360,1.0,Rural,Y
LN0446,Male,Yes,3+,Graduate,No,16869,3669.93,356,120,1.0,Semiurban,Y
LN0447,Female,No,0,Graduate,Yes,17975,3170.01,581,180,0.0,Semiurban,Y
LN0448,Male,No,1,Graduate,No,22118,8499.88,171,180,1.0,Rural,Y
LN0449,Female,No,2,Not Graduate,Yes,24476,8462.87,698,120,0.0,Urban,Y
LN0450,Female,No,3+,Graduate,Yes,15144,3563.67,641,240,1.0,Rural,Y
LN0451,Female,Yes,3+,Graduate,No,12608,8324.99,203,180,1.0,Urban,Y
LN0452,Female,No,2,Graduate,Yes,9628,8507.78,586,120,1.0,Urban,N
LN0453,Female,No,0,Graduate,No,18959,4239.31,501,180,1.0,Semiurban,Y
LN0454,Male,No,0,Not Graduate,No,20397,664.73,218,120,1.0,Semiurban,N
LN0455,Male,Yes,0,Graduate,No,9668,15.85,108,360,0.0,Rural,Y
LN0456,Female,Yes,1,Not Graduate,Yes,8361,5232.92,350,360,0.0,Urban,Y
LN0457,Female,Yes,1,Not Graduate,No,10490,3440.75,602,180,1.0,Rural,N
LN0458,Male,Yes,3+,Not Graduate,Yes,15250,9971.32,599,180,1.0,Semiurban,Y
LN0459,Male,Yes,0,Graduate,No,18488,7724.11,166,360,1.0,Urban,N
LN0460,Female,Yes,2,Not Graduate,No,4479,7612.75,176,240,1.0,Rural,Y
LN0461,Male,Yes,3+,Graduate,Yes,8565,9552.43,454,120,1.0,Rural,N
LN0462,Female,No,2,Graduate,No,6416,8877.24,448,240,1.0,Semiurban,Y
LN0463,Male,No,3+,Graduate,No,24684,3181.87,564,240,0.0,Semiurban,Y
LN0464,Female,No,1,Graduate,Yes,2097,1659.87,547,240,1.0,Semiurban,Y
LN0465,Male,Yes,3+,Graduate,Yes,7122,7458.92,577,360,0.0,Semiurban,N
LN0466,Female,Yes,1,Not Graduate,Yes,19761,3782.74,447,180,1.0,Rural,Y
LN0467,Male,Yes,3+,Not Graduate,No,13664,4731.73,314,240,1.0,Semiurban,Y
LN0468,Male,Yes,0,Graduate,Yes,3199,6303.98,312,360,1.0,Semiurban,Y
LN0469,Female,Yes,2,Not Graduate,Yes,23664,9078.73,447,120,1.0,Rural,Y
LN0470,Male,No,0,Graduate,No,18600,4190.88,695,180,0.0,Rural,Y
LN0471,Female,No,3+,Not Graduate,Yes,14929,7833.17,576,120,0.0,Urban,Y
LN0472,Male,Yes,3+,Not Graduate,No,15296,2683.4,485,240,1.0,Rural,Y
LN0473,Female,Yes,3+,Not Graduate,No,5586,6979.72,409,180,0.0,Urban,Y
LN0474,Male,Yes,1,Not Graduate,Yes,2165,15.79,178,240,1.0,Semiurban,N
LN0475,Female,Yes,2,Not Graduate,No,24495,8715.07,683,180,1.0,Urban,Y
LN0476,Male,No,2,Graduate,Yes,16105,303.8,290,240,1.0,Urban,Y
LN0477,Female,Yes,3+,Graduate,Yes,18963,7127.54,676,120,0.0,Semiurban,Y
LN0478,Male,Yes,3+,Not Graduate,Yes,9919,462.58,271,120,1.0,Semiurban,Y
LN0479,Female,Yes,1,Graduate,Yes,16684,2662.46,263,240,0.0,Semiurban,Y
LN0480,Female,Yes,0,Not Graduate,No,2569,4972.02,641,180,1.0,Urban,N
LN0481,Female,No,0,Graduate,No,6763,4199.39,184,120,0.0,Rural,Y
LN0482,Male,Yes,2,Not Graduate,Yes,17609,1918.36,435,180,1.0,Rural,Y
LN0483,Female,Yes,1,Not Graduate,Yes,9451,3338.15,352,180,1.0,Rural,Y
LN0484,Male,No,3+,Not Graduate,No,14419,7277.06,336,120,1.0,Semiurban,N
LN0485,Female,No,2,Graduate,Yes,2863,6692.57,611,360,1.0,Semiurban,Y
LN0486,Male,No,1,Graduate,No,6008,718.15,238,360,1.0,Rural,Y
LN0487,Female,Yes,0,Not Graduate,Yes,3255,7473.16,346,180,0.0,Semiurban,Y
LN0488,Male,Yes,1,Not Graduate,No,2019,530.46,575,120,0.0,Urban,Y
LN0489,Male,No,0,Graduate,No,23347,5429.26,438,360,1.0,Urban,Y
LN0490,Female,No,1,Graduate,No,13236,2600.63,508,240,1.0,Semiurban,Y
LN0491,Male,No,2,Graduate,Yes,12014,5876.9,310,180,1.0,Rural,Y
LN0492,Male,No,0,Graduate,Yes,16188,2613.28,162,360,1.0,Rural,Y
LN0493,Female,No,2,Graduate,Yes,8733,9849.58,85,120,1.0,Urban,N
LN0494,Male,No,2,Not Graduate,Yes,2602,3097.28,128,120,1.0,Semiurban,Y
LN0495,Male,Yes,0,Graduate,Yes,2097,2419.61,324,180,1.0,Rural,Y
LN0496,Male,Yes,0,Not Graduate,No,15447,2784.65,327,120,1.0,Rural,Y
LN0497,Female,Yes,3+,Not Graduate,No,21157,8964.73,361,240,1.0,Semiurban,Y
LN0498,Male,No,3+,Graduate,No,13741,6362.19,578,240,1.0,Semiurban,Y
LN0499,Female,No,3+,Graduate,No,7281,7306.84,253,360,1.0,Rural,Y
LN0500,Male,No,2,Not Graduate,No,12297,9180.11,66,120,1.0,Semiurban,Y
LN0501,Male,No,2,Graduate,No,7756,9118.72,525,240,1.0,Semiurban,Y
LN0502,Male,No,3+,Not Graduate,No,11880,7389.46,560,180,0.0,Semiurban,Y
LN0503,Female,No,2,Graduate,Yes,10280,1978.24,259,120,1.0,Rural,Y
LN0504,Male,Yes,2,Graduate,No,8054,8433.73,548,360,1.0,Urban,N
LN0505,Male,Yes,0,Graduate,Yes,14164,2037.76,451,180,1.0,Semiurban,Y
LN0506,Female,No,0,Not Graduate,No,11099,7428.99,478,180,1.0,Rural,Y
LN0507,Male,Yes,2,Graduate,No,17011,6856.03,127,180,1.0,Urban,Y
LN0508,Female,No,3+,Not Graduate,Yes,6346,7588.89,617,240,1.0,Rural,N
LN0509,Female,Yes,1,Graduate,No,22682,5326.86,129,180,1.0,Rural,Y
LN0510,Male,No,3+,Not Graduate,Yes,8105,6387.26,355,240,0.0,Rural,Y
LN0511,Female,No,1,Graduate,No,11751,9533.2,107,180,1.0,Urban,Y
LN0512,Male,Yes,3+,Not Graduate,Yes,17543,1010.89,579,240,0.0,Rural,Y
LN0513,Female,Yes,0,Not Graduate,No,14264,3088.47,257,120,0.0,Urban,Y
LN0514,Female,No,2,Not Graduate,Yes,4486,6113.57,560,240,1.0,Semiurban,Y
LN0515,Male,No,2,Not Graduate,Yes,1900,9640.54,184,240,1.0,Urban,Y
LN0516,Female,Yes,0,Not Graduate,No,20739,955.74,571,120,1.0,Rural,Y
LN0517,Female,Yes,1,Not Graduate,No,11916,225.49,630,180,1.0,Urban,Y
LN0518,Female,No,1,Graduate,Yes,4912,557.5,132,120,0.0,Rural,Y
LN0519,Female,Yes,1,Not Graduate,No,17940,524.06,670,180,1.0,Semiurban,Y
LN0520,Female,No,0,Not Graduate,Yes,3375,9078.16,93,240,1.0,Urban,Y
LN0521,Male,No,1,Not Graduate,No,22427,7212.58,532,180,0.0,Semiurban,N
LN0522,Female,No,0,Graduate,Yes,5798,6771.06,693,240,0.0,Urban,Y
LN0523,Male,No,3+,Graduate,No,5268,5225.73,542,180,1.0,Rural,Y
LN0524,Female,Yes,3+,Graduate,Yes,7252,7819.53,548,240,0.0,Urban,Y
LN0525,Male,Yes,0,Not Graduate,No,22717,1556.48,67,240,1.0,Semiurban,Y
LN0526,Male,Yes,2,Graduate,Yes,13989,3919.41,654,360,1.0,Urban,Y
LN0527,Female,Yes,3+,Graduate,Yes,2853,4900.04,343,180,1.0,Semiurban,N
LN0528,Female,Yes,1,Not Graduate,No,22871,1104.09,197,180,1.0,Semiurban,Y
LN0529,Female,Yes,0,Not Graduate,No,8097,4195.14,521,360,1.0,Rural,Y
LN0530,Male,Yes,1,Graduate,Yes,16191,3165.02,221,240,1.0,Urban,N
LN0531,Female,No,1,Not Graduate,Yes,5811,355.82,612,240,1.0,Semiurban,Y
LN0532,Male,Yes,2,Not Graduate,Yes,16807,1367.35,580,360,1.0,Rural,N
LN0533,Male,Yes,1,Not Graduate,Yes,12294,7640.37,169,360,1.0,Rural,Y
LN0534,Male,No,2,Not Graduate,No,4434,180.38,115,120,1.0,Rural,Y
LN0535,Female,Yes,3+,Graduate,Yes,17906,9342.53,190,240,1.0,Semiurban,Y
LN0536,Female,Yes,0,Not Graduate,Yes,11894,864.25,495,120,1.0,Urban,Y
LN0537,Male,No,1,Graduate,Yes,19093,7992.38,555,180,0.0,Semiurban,N
LN0538,Male,Yes,0,Graduate,No,10440,8986.17,238,120,0.0,Rural,Y
LN0539,Female,Yes,1,Graduate,Yes,18688,9411.36,207,360,1.0,Semiurban,Y
LN0540,Male,Yes,0,Graduate,No,9825,8674.77,659,360,1.0,Semiurban,N
LN0541,Female,No,1,Not Graduate,No,22300,2875.5,295,360,0.0,Rural,Y
LN0542,Male,Yes,1,Not Graduate,No,12129,3330.87,82,360,0.0,Urban,N
LN0543,Female,Yes,1,Not Graduate,No,6641,4265.46,410,120,1.0,Rural,N
LN0544,Male,No,1,Graduate,No,22852,1392.97,379,120,1.0,Rural,Y
LN0545,Female,Yes,1,Graduate,No,5171,222.72,561,120,1.0,Semiurban,Y
LN0546,Male,No,1,Graduate,No,8792,8691.22,120,360,1.0,Rural,Y
LN0547,Female,No,1,Not Graduate,Yes,16938,5541.29,362,360,1.0,Semiurban,Y
LN0548,Female,Yes,1,Graduate,Yes,24885,6087.23,128,240,1.0,Rural,N
LN0549,Male,No,1,Not Graduate,No,13731,9269.88,218,240,1.0,Rural,Y
LN0550,Male,No,0,Not Graduate,Yes,19982,6651.2,229,360,0.0,Urban,Y
LN0551,Female,Yes,2,Not Graduate,Yes,16011,6908.54,677,240,1.0,Rural,Y
LN0552,Male,No,1,Not Graduate,No,12609,7869.69,309,180,1.0,Urban,Y
LN0553,Female,No,2,Graduate,Yes,9944,1163.48,535,180,0.0,Rural,Y
LN0554,Male,Yes,1,Not Graduate,No,22945,3601.62,54,360,1.0,Rural,Y
LN0555,Female,Yes,1,Graduate,Yes,17105,9682.08,346,120,1.0,Rural,Y
LN0556,Female,Yes,0,Not Graduate,No,14526,9229.3,669,180,1.0,Urban,N
LN0557,Female,No,3+,Graduate,No,10821,8840.75,409,180,1.0,Semiurban,Y
LN0558,Female,Yes,3+,Graduate,Yes,21148,4520.89,166,120,0.0,Urban,N
LN0559,Female,No,0,Not Graduate,Yes,6935,8571.93,406,240,1.0,Rural,Y
LN0560,Female,No,2,Not Graduate,No,9993,483.96,488,120,1.0,Semiurban,Y
LN0561,Male,No,3+,Not Graduate,No,8191,1485.17,380,240,0.0,Rural,N
LN0562,Male,No,0,Graduate,No,4263,4139.68,574,240,1.0,Urban,Y
LN0563,Male,No,0,Not Graduate,Yes,21889,4833.92,237,120,1.0,Urban,N
LN0564,Female,No,3+,Not Graduate,Yes,4741,2635.07,330,240,1.0,Semiurban,Y
LN0565,Female,No,2,Graduate,Yes,4557,3564.77,560,180,1.0,Urban,Y
LN0566,Female,Yes,0,Not Graduate,Yes,18434,1627.76,515,360,0.0,Rural,N
LN0567,Female,Yes,1,Graduate,No,7074,4891.34,164,240,1.0,Semiurban,Y
LN0568,Male,No,2,Not Graduate,No,6911,7938.43,285,180,1.0,Rural,Y
LN0569,Male,No,2,Graduate,No,3087,6613.6,387,120,1.0,Semiurban,Y
LN0570,Female,Yes,3+,Graduate,No,11514,1077.92,571,240,1.0,Semiurban,N
LN0571,Male,No,3+,Not Graduate,Yes,7420,4875.82,248,180,1.0,Rural,N
LN0572,Male,Yes,1,Graduate,No,23144,6976.46,99,240,0.0,Urban,Y
LN0573,Female,Yes,0,Not Graduate,No,13188,5298.95,191,120,1.0,Rural,N
LN0574,Male,Yes,3+,Not Graduate,Yes,5909,3916.76,577,360,1.0,Urban,Y
LN0575,Female,No,3+,Graduate,Yes,7283,6219.14,563,240,1.0,Urban,N
LN0576,Male,No,2,Not Graduate,No,2212,9686.39,79,360,1.0,Rural,Y
LN0577,Female,Yes,3+,Graduate,Yes,6906,949.08,131,240,1.0,Semiurban,Y
LN0578,Female,Yes,3+,Graduate,No,13541,3900.16,80,240,1.0,Rural,N
LN0579,Female,Yes,3+,Graduate,Yes,24727,4066.06,382,120,1.0,Semiurban,Y
LN0580,Female,Yes,3+,Graduate,Yes,3933,5769.67,226,240,0.0,Urban,N
LN0581,Male,Yes,2,Graduate,No,4801,1521.75,419,180,1.0,Semiurban,Y
LN0582,Female,No,1,Graduate,Yes,18154,1766.43,596,180,1.0,Rural,Y
LN0583,Female,Yes,1,Graduate,No,13086,2853.61,584,360,1.0,Semiurban,N
LN0584,Female,No,0,Graduate,Yes,18963,9558.7,155,360,1.0,Urban,N
LN0585,Male,Yes,3+,Not Graduate,Yes,6822,7341.09,146,180,1.0,Urban,Y
LN0586,Female,No,2,Not Graduate,Yes,15432,6616.93,279,360,1.0,Semiurban,Y
LN0587,Male,No,0,Graduate,Yes,6757,8169.58,276,360,0.0,Urban,N
LN0588,Female,No,0,Not Graduate,Yes,15233,1275.76,420,180,1.0,Urban,N
LN0589,Male,No,1,Not Graduate,No,14868,8593.33,149,180,0.0,Semiurban,Y
LN0590,Male,No,2,Not Graduate,Yes,11277,5948.33,494,180,1.0,Urban,Y
LN0591,Female,No,2,Not Graduate,No,12749,3353.29,517,120,1.0,Semiurban,N
LN0592,Male,Yes,2,Not Graduate,Yes,24098,8158.55,104,120,1.0,Semiurban,Y
LN0593,Female,No,1,Not Graduate,No,22890,8025.65,244,180,1.0,Urban,N
LN0594,Female,Yes,1,Graduate,Yes,21869,8457.09,569,240,1.0,Semiurban,Y
LN0595,Female,No,1,Not Graduate,No,14381,1155.18,473,180,1.0,Urban,Y
LN0596,Male,No,1,Not Graduate,No,11087,9693.61,364,120,1.0,Urban,Y
LN0597,Male,Yes,1,Not Graduate,Yes,10291,9596.26,177,360,1.0,Urban,Y
LN0598,Female,No,3+,Not Graduate,Yes,10205,3574.7,81,240,1.0,Rural,Y
LN0599,Female,Yes,3+,Graduate,Yes,23875,658.94,142,240,1.0,Urban,N
LN0600,Male,Yes,2,Graduate,No,24111,1670.56,568,360,1.0,Semiurban,Y
LN0601,Female,Yes,0,Graduate,No,10758,9928.31,307,240,1.0,Semiurban,N
LN0602,Female,Yes,2,Graduate,Yes,9333,5630.13,269,360,1.0,Semiurban,Y
LN0603,Female,No,0,Not Graduate,Yes,20770,3566.22,155,120,1.0,Rural,N
LN0604,Male,No,1,Graduate,No,15745,2882.03,597,240,1.0,Rural,Y
LN0605,Male,Yes,0,Graduate,No,20537,2569.92,465,240,0.0,Semiurban,Y
LN0606,Male,No,2,Graduate,Yes,17254,6641.53,606,360,0.0,Semiurban,Y
LN0607,Female,No,2,Graduate,No,10780,4193.88,358,360,1.0,Rural,Y
LN0608,Female,Yes,0,Not Graduate,Yes,14077,9654.11,415,120,0.0,Semiurban,N
